Date ;Reg time ;Region id ;Region ;Municipal ;Nick ;Competence ;EAWS problem ;Cause/ weaklayer ;Type ;Catch 1 ;Catch 2 ;Catch 3 ;Catch 4 ;Size ;Trigger
2014-12-11 ;2014-12-11 13:57 ;123 ;Jotunheimen ;VANG ;Leif@ObsKorps ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2014-12-11 ;2014-12-11 14:18 ;124 ;Voss ;VOSS ;Ragne@ObsKorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;3 - Medium ;Low additional load
2014-12-11 ;2014-12-11 17:26 ;126 ;Hemsedalfjella ;LÆRDAL ;virehn@jbv ;Unknown ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2014-12-11 ;2014-12-11 15:03 ;126 ;Hemsedalfjella ;LÆRDAL ;audun@svv ;Unknown ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ; ; ; ; ;The collapsing weak layer is thin < 3 cm. ;1 - Harmless (sluff) ;Low additional load
2014-12-11 ;2014-12-11 15:14 ;131 ;Svartisen ;BEIARN ;DagTheodor@SVV ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2014-12-11 ;2014-12-11 15:35 ;129 ;Tamokdalen ;BALSFJORD ;Aadne@ObsKorps ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;2 - Small ;Low additional load
2014-12-11 ;2014-12-11 21:21 ;108 ;Tromsø ;TROMSØ ;MagnusH ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2014-12-11 ;2014-12-11 18:18 ;126 ;Hemsedalfjella ;LÆRDAL ;trondjnilsen@SVV ;Unknown ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2014-12-11 ;2014-12-11 19:03 ;126 ;Hemsedalfjella ;VANG ;Siggen@obskorps ;*** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2014-12-12 ;2014-12-12 09:24 ;116 ;Lofoten ;VÅGAN ;JonasD@ObsKorps ;***** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;1 - Harmless (sluff) ;Low additional load
2014-12-12 ;2014-12-12 11:21 ;122 ;Sogn ;LUSTER ;martin@obskorps ;*** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2014-12-12 ;2014-12-12 12:31 ;126 ;Hemsedalfjella ;HEMSEDAL ;Siggen@obskorps ;*** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2014-12-12 ;2014-12-12 12:31 ;126 ;Hemsedalfjella ;HEMSEDAL ;Siggen@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near the ground ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2014-12-12 ;2014-12-12 15:12 ;122 ;Sogn ;SOGNDAL ;Jan Helge@SVV ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2014-12-12 ;2014-12-12 13:54 ;124 ;Voss ;VOSS ;Njål@SVV ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ; ;Low additional load
2014-12-12 ;2014-12-12 17:42 ;128 ;Rauland ;VINJE ;svein loftsgarden ;**** ; ;Buried weak layer of faceted snow beneath a crust ; ; ; ;The overlying slab is soft. ; ; ;
2014-12-12 ;2014-12-12 15:01 ;121 ;Fjordane ;JØLSTER ;brit-siv@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2014-12-13 ;2014-12-13 12:26 ;126 ;Hemsedalfjella ;HEMSEDAL ;Siggen@obskorps ;*** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2014-12-13 ;2014-12-13 12:26 ;126 ;Hemsedalfjella ;HEMSEDAL ;Siggen@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near the ground ;Dry slab avalanche ; ; ; ; ;3 - Medium ;High additional load
2014-12-13 ;2014-12-13 12:41 ;112 ;Bardu ;BARDU ;rayvedal ;**** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ; ;High additional load
2014-12-13 ;2014-12-13 12:41 ;112 ;Bardu ;BARDU ;rayvedal ;**** ; ; ; ; ; ; ; ; ;
2014-12-13 ;2014-12-13 13:37 ;121 ;Fjordane ;JØLSTER ;brit-siv@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2014-12-13 ;2014-12-13 14:05 ;131 ;Svartisen ;RANA ;Gøran@ObsKorps ;*** ;New snow ;Loose snow ;Loose dry avalanche ; ; ; ; ; ;
2014-12-14 ;2014-12-14 12:28 ;118 ;Romsdal ;RAUMA ;Halvor@NVE ;***** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2014-12-14 ;2014-12-14 14:41 ;107 ;Kåfjord ;KÅFJORD ;jan arild@NVE ;*** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2014-12-14 ;2014-12-14 12:57 ;126 ;Hemsedalfjella ;ÅL ;Siggen@obskorps ;*** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2014-12-14 ;2014-12-14 12:57 ;126 ;Hemsedalfjella ;ÅL ;Siggen@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near the ground ;Dry slab avalanche ; ; ; ; ;3 - Medium ;High additional load
2014-12-14 ;2014-12-14 13:09 ;108 ;Tromsø ;TROMSØ ;Hans-Jørgen@ObsKorps ;*** ;New snow ;Loose snow ;Loose dry avalanche ; ; ; ; ; ;
2014-12-14 ;2014-12-14 13:11 ;124 ;Voss ;VOSS ;Ragne@ObsKorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2014-12-14 ;2014-12-14 13:11 ;124 ;Voss ;VOSS ;Ragne@ObsKorps ;*** ;Wet snow ;Water-saturated snow ;Wet slab avalanche ; ; ; ; ;3 - Medium ;Spontaneous release
2014-12-15 ;2014-12-22 15:43 ;0 ; ;FAUSKE ;DagTheodor@SVV ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2014-12-15 ;2014-12-22 15:43 ;0 ; ;FAUSKE ;DagTheodor@SVV ;**** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2014-12-15 ;2014-12-15 15:01 ;118 ;Romsdal ;RAUMA ;Urpu@Romsdal ;*** ; ;Buried weak layer of graupel ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;High additional load
2014-12-15 ;2014-12-15 13:04 ;126 ;Hemsedalfjella ;HEMSEDAL ;Jørgen@obskorps ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2014-12-15 ;2014-12-15 13:04 ;126 ;Hemsedalfjella ;HEMSEDAL ;Jørgen@obskorps ;**** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ; ;3 - Medium ;High additional load
2014-12-15 ;2014-12-15 14:10 ;123 ;Jotunheimen ;VANG ;Jens@SVV ;**** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2014-12-15 ;2014-12-15 14:10 ;123 ;Jotunheimen ;VANG ;Jens@SVV ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2014-12-15 ;2014-12-15 16:46 ;126 ;Hemsedalfjella ;HEMSEDAL ;Siggen@obskorps ;*** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;3 - Medium ;High additional load
2014-12-15 ;2014-12-15 16:46 ;126 ;Hemsedalfjella ;HEMSEDAL ;Siggen@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near the ground ;Dry slab avalanche ; ; ; ; ;3 - Medium ;High additional load
2014-12-16 ;2014-12-16 08:17 ;121 ;Fjordane ;JØLSTER ;brit-siv@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ;3 - Medium ;Low additional load
2014-12-16 ;2014-12-16 08:17 ;121 ;Fjordane ;JØLSTER ;brit-siv@obskorps ;*** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2014-12-16 ;2014-12-16 10:53 ;122 ;Sogn ;SOGNDAL ;StianL ;* ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2014-12-16 ;2014-12-16 11:09 ;122 ;Sogn ;SOGNDAL ;martin@obskorps ;*** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2014-12-16 ;2014-12-16 13:21 ;106 ;Alta ;ALTA ;Bjørn M ;***** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2014-12-16 ;2014-12-16 20:23 ;116 ;Lofoten ;LØDINGEN ;OleRoger ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2014-12-16 ;2014-12-16 12:02 ;107 ;Kåfjord ;KÅFJORD ;jan arild@NVE ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;2 - Small ;High additional load
2014-12-16 ;2014-12-16 12:55 ;115 ;Vesterålen ;SORTLAND ;Steinar@ObsKorps ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;2 - Small ;High additional load
2014-12-16 ;2014-12-16 14:20 ;114 ;Narvik ;NARVIK ;Kaj@obskorps ;*** ; ;Buried weak layer of surface hoar ; ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;1 - Harmless (sluff) ;Low additional load
2014-12-16 ;2014-12-16 14:20 ;114 ;Narvik ;NARVIK ;Kaj@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ; ; ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;1 - Harmless (sluff) ;Low additional load
2014-12-16 ;2014-12-16 14:20 ;114 ;Narvik ;NARVIK ;Kaj@obskorps ;*** ;New snow ;Loose snow ;Loose dry avalanche ; ; ; ; ;1 - Harmless (sluff) ;Low additional load
2014-12-16 ;2014-12-16 14:39 ;106 ;Alta ;ALTA ;Bjørn M ;***** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;2 - Small ;High additional load
2014-12-16 ;2014-12-16 15:19 ;124 ;Voss ;VOSS ;Tor Ivar SVV ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;Spontaneous release
2014-12-16 ;2014-12-16 16:05 ;108 ;Tromsø ;TROMSØ ;MagnusH ;**** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;Low additional load
2014-12-17 ;2014-12-17 14:15 ;125 ;Hallingskarvet ;ÅL ;steinar@obskorps ;* ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;High additional load
2014-12-17 ;2014-12-17 11:28 ;117 ;Trollheimen ;Oppdal ;geir@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2014-12-17 ;2014-12-17 11:54 ;0 ; ;FAUSKE ;DagTheodor@SVV ;**** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2014-12-17 ;2014-12-17 12:27 ;117 ;Trollheimen ;SUNNDAL ;halgeir@svv ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2014-12-17 ;2014-12-17 13:45 ;124 ;Voss ;VIK ;Njål@SVV ;**** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ; ; ; ; ;3 - Medium ;Spontaneous release
2014-12-17 ;2014-12-17 16:10 ;0 ; ;JONDAL ;Julie@SVV ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;3 - Medium ;Low additional load
2014-12-17 ;2014-12-17 15:48 ;112 ;Bardu ;BARDU ;rayvedal ;**** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;1 - Harmless (sluff) ;High additional load
2014-12-17 ;2014-12-17 16:53 ;125 ;Hallingskarvet ;HOL ;Siggen@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near the ground ;Dry slab avalanche ; ; ; ; ;1 - Harmless (sluff) ;High additional load
2014-12-18 ;2014-12-18 10:19 ;126 ;Hemsedalfjella ;HEMSEDAL ;Siggen@obskorps ;*** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2014-12-18 ;2014-12-18 10:19 ;126 ;Hemsedalfjella ;HEMSEDAL ;Siggen@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near the ground ;Dry slab avalanche ; ; ; ; ;3 - Medium ;High additional load
2014-12-18 ;2014-12-18 11:27 ;123 ;Jotunheimen ;VANG ;Leif@ObsKorps ;**** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2014-12-18 ;2014-12-18 13:38 ;118 ;Romsdal ;RAUMA ;Urpu@Romsdal ;* ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;High additional load
2014-12-18 ;2014-12-18 13:34 ;122 ;Sogn ;LUSTER ;martin@obskorps ;*** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;3 - Medium ;Low additional load
2014-12-18 ;2014-12-18 13:34 ;122 ;Sogn ;LUSTER ;martin@obskorps ;*** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;3 - Medium ;Low additional load
2014-12-18 ;2014-12-18 14:37 ;113 ;Harstad ;LAVANGEN ;micke@Obskorps ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;High additional load
2014-12-18 ;2014-12-18 16:05 ;129 ;Tamokdalen ;BALSFJORD ;Aadne@ObsKorps ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ; ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2014-12-19 ;2014-12-19 10:54 ;117 ;Trollheimen ;SUNNDAL ;geir@obskorps ;*** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2014-12-19 ;2014-12-19 10:54 ;117 ;Trollheimen ;SUNNDAL ;geir@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2014-12-19 ;2014-12-19 11:46 ;123 ;Jotunheimen ;LOM ;Albert ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2014-12-19 ;2014-12-19 12:24 ;109 ;Balsfjord ;BALSFJORD ;ToreV@met ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2014-12-19 ;2014-12-19 12:37 ;124 ;Voss ;VOSS ;Ragne@ObsKorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2014-12-19 ;2014-12-19 12:49 ;118 ;Romsdal ;MOLDE ;solveig@NVE ;***** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2014-12-19 ;2014-12-19 13:57 ;121 ;Fjordane ;JØLSTER ;SiljeM@Svv ;**** ;New snow ;Loose snow ;Loose dry avalanche ; ; ; ; ;2 - Small ;Spontaneous release
2014-12-19 ;2014-12-19 13:57 ;121 ;Fjordane ;JØLSTER ;SiljeM@Svv ;**** ; ; ;Dry slab avalanche ; ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;Low additional load
2014-12-19 ;2014-12-19 14:54 ;106 ;Alta ;ALTA ;Bjørn M ;***** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2014-12-19 ;2014-12-19 14:06 ;128 ;Rauland ;VINJE ;tor.olav.nystog@obskorps ;**** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2014-12-19 ;2014-12-19 14:12 ;126 ;Hemsedalfjella ;HEMSEDAL ;Markus@NVE ;***** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2014-12-19 ;2014-12-19 15:19 ;108 ;Tromsø ;TROMSØ ;Marianne ;*** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;1 - Harmless (sluff) ;Low additional load
2014-12-19 ;2014-12-19 15:20 ;108 ;Tromsø ;TROMSØ ;Marianne ;*** ; ; ; ; ; ; ; ; ;
2014-12-19 ;2014-12-19 15:20 ;108 ;Tromsø ;TROMSØ ;Marianne ;*** ; ; ; ; ; ; ; ; ;
2014-12-20 ;2014-12-20 10:34 ;126 ;Hemsedalfjella ;HEMSEDAL ;Siggen@obskorps ;*** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2014-12-20 ;2014-12-20 11:04 ;107 ;Kåfjord ;KÅFJORD ;jan arild@NVE ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;2 - Small ;High additional load
2014-12-20 ;2014-12-20 11:04 ;107 ;Kåfjord ;KÅFJORD ;jan arild@NVE ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2014-12-20 ;2014-12-20 11:24 ;112 ;Bardu ;BARDU ;rayvedal ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ; ;High additional load
2014-12-20 ;2014-12-20 11:24 ;112 ;Bardu ;BARDU ;rayvedal ;**** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ; ;
2014-12-20 ;2014-12-20 12:01 ;116 ;Lofoten ;VÅGAN ;OleRoger ;*** ;New snow ; ;Loose dry avalanche ; ; ; ; ; ;Low additional load
