Date ;Region id ;Region ;Nick ;DL ;Danger level ;Main message
2014-12-09 ;124 ;Voss ;knutinge@svv ;3 ;3 Considerable  ;The avalanche danger will increase due to heavy snowfall and wind throughout the day. Be careful in areas with wind-deposited snow, typically behind ridges, ribs and in gullies.
2014-12-09 ;127 ;Røldal ;Espen Granan ;3 ;3 Considerable  ;The avalanche danger will increase due to heavy snowfall and wind. Avoid terrain traps and large steep slopes until the new snow has stabilized.
2014-12-09 ;128 ;Rauland ;Espen Granan ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-09 ;129 ;Tamokdalen ;Karsten@NVE ;2 ;2 Moderate  ;Storm and wind slabs in the alpine cause unstable conditions.
2014-12-09 ;131 ;Svartisen ;Karsten@NVE ;2 ;2 Moderate  ;Be careful in areas with wind-deposited snow, typically behind ridges, ribs and in gullies.
2014-12-09 ;132 ;Hallingdal ;Espen Granan ;2 ;2 Moderate  ;Be careful in areas where there is wind-deposited snow. Avalanches is triggered where the snow pack is thin.
2014-12-10 ;106 ;Alta ;Ida@met ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-10 ;107 ;Kåfjord ;Ida@met ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-10 ;108 ;Tromsø ;Ida@met ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-10 ;109 ;Balsfjord ;Ida@met ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-10 ;110 ;Senja ;Karsten@NVE ;2 ;2 Moderate  ;Be careful in areas with wind-deposited snow, typically behind ridges, ribs and in gullies.
2014-12-10 ;111 ;Lyngsalpan ;Ida@met ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-10 ;112 ;Bardu ;Karsten@NVE ;2 ;2 Moderate  ;Storm and wind slabs in the alpine cause unstable conditions.
2014-12-10 ;114 ;Narvik ;Karsten@NVE ;2 ;2 Moderate  ;Be careful in areas with wind-deposited snow, typically behind ridges, ribs and in gullies.
2014-12-10 ;115 ;Vesterålen ;Karsten@NVE ;2 ;2 Moderate  ;Be careful in areas with wind-deposited snow, typically behind ridges, ribs and in gullies.
2014-12-10 ;116 ;Lofoten ;Karsten@NVE ;2 ;2 Moderate  ;Be careful in areas with wind-deposited snow, typically behind ridges, ribs and in gullies.
2014-12-10 ;117 ;Trollheimen ;knutinge@svv ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-10 ;118 ;Romsdal ;knutinge@svv ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-10 ;119 ;Sunnmøre ;knutinge@svv ;3 ;3 Considerable  ;The avalanche danger will increase due to strong wind. Be careful in areas with wind-deposited snow, typically behind ridges, ribs and in gullies.
2014-12-10 ;121 ;Fjordane ;knutinge@svv ;3 ;3 Considerable  ;The avalanche danger will increase due to strong wind. Be careful in areas with wind-deposited snow, typically behind ridges, ribs and in gullies.
2014-12-10 ;122 ;Sogn ;Espen Granan ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. The avalanche danger is highest in western parts.
2014-12-10 ;123 ;Jotunheimen ;Espen Granan ;2 ;2 Moderate  ;Be careful in areas where there is wind-deposited snow. Avalanches is triggered where the snow pack is thin.
2014-12-10 ;124 ;Voss ;knutinge@svv ;4 ;4 High  ;Stay away from all avalanche terrain as a skier/snowmobiler. Some roads might be vulnerable.
2014-12-10 ;127 ;Røldal ;Espen Granan ;4 ;4 High  ;Heavy snowfall and wind will give considerable avalanche danger and is expected to increase to high Wednesday evening.
2014-12-10 ;128 ;Rauland ;Espen Granan ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-10 ;129 ;Tamokdalen ;Karsten@NVE ;2 ;2 Moderate  ;Storm and wind slabs in the alpine cause unstable conditions.
2014-12-10 ;131 ;Svartisen ;Karsten@NVE ;3 ;3 Considerable  ;Be careful in areas with wind-deposited snow, typically behind ridges, ribs and in gullies.
2014-12-10 ;132 ;Hallingdal ;Espen Granan ;2 ;2 Moderate  ;Be careful in areas where there is wind-deposited snow. Avalanches is triggered where the snow pack is thin.
2014-12-11 ;106 ;Alta ;Ida@met ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-11 ;107 ;Kåfjord ;Ida@met ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-11 ;108 ;Tromsø ;Ida@met ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-11 ;109 ;Balsfjord ;Ida@met ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-11 ;110 ;Senja ;siri@met ;1 ;1 Low  ;Be careful in areas with wind-deposited snow, typically behind ridges, ribs and in gullies.
2014-12-11 ;111 ;Lyngsalpan ;Ida@met ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-11 ;112 ;Bardu ;siri@met ;2 ;2 Moderate  ;Storm and wind slabs in the alpine cause unstable conditions.
2014-12-11 ;114 ;Narvik ;siri@met ;2 ;2 Moderate  ;Be careful in areas with wind-deposited snow, typically behind ridges, ribs and in gullies.
2014-12-11 ;115 ;Vesterålen ;siri@met ;1 ;1 Low  ;Generally stable conditions, but you should still be careful in areas with fresh wind deposited snow.
2014-12-11 ;116 ;Lofoten ;siri@met ;1 ;1 Low  ;Generally stable conditions, but you should still be careful in areas with fresh wind deposited snow.
2014-12-11 ;117 ;Trollheimen ;knutinge@svv ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-11 ;118 ;Romsdal ;knutinge@svv ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-11 ;119 ;Sunnmøre ;knutinge@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-11 ;121 ;Fjordane ;knutinge@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-11 ;122 ;Sogn ;Karsten@NVE ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. The avalanche danger is highest in western parts.
2014-12-11 ;123 ;Jotunheimen ;Karsten@NVE ;2 ;2 Moderate  ;Be careful in areas where there is wind-deposited snow. Avalanches is triggered where the snow pack is thin.
2014-12-11 ;124 ;Voss ;knutinge@svv ;4 ;4 High  ;Heavy snowfall and wind will give considerable avalanche danger and is expected to increase to high Wednesday evening.
2014-12-11 ;127 ;Røldal ;Karsten@NVE ;4 ;4 High  ;Heavy snowfall and wind will give considerable avalanche danger and is expected to increase to high Wednesday evening.
2014-12-11 ;128 ;Rauland ;Karsten@NVE ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-11 ;129 ;Tamokdalen ;siri@met ;2 ;2 Moderate  ;Storm and wind slabs in the alpine cause unstable conditions.
2014-12-11 ;131 ;Svartisen ;siri@met ;2 ;2 Moderate  ;Be careful in areas with wind-deposited snow, typically behind ridges, ribs and in gullies.
2014-12-11 ;132 ;Hallingdal ;Karsten@NVE ;2 ;2 Moderate  ;Be careful in areas where there is wind-deposited snow. Avalanches is triggered where the snow pack is thin.
2014-12-12 ;106 ;Alta ;Ida@met ;1 ;1 Low  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-12 ;107 ;Kåfjord ;Ida@met ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-12 ;108 ;Tromsø ;Ida@met ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-12 ;109 ;Balsfjord ;Ida@met ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-12 ;110 ;Senja ;Karsten@NVE ;1 ;1 Low  ;Be careful in areas with wind-deposited snow, typically behind ridges, ribs and in gullies.
2014-12-12 ;111 ;Lyngsalpan ;Ida@met ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-12 ;112 ;Bardu ;Karsten@NVE ;2 ;2 Moderate  ;Generally stable conditions. Be aware of small wind slabs in the alpine in the interior parts of the region.
2014-12-12 ;114 ;Narvik ;Karsten@NVE ;2 ;2 Moderate  ;Be careful in areas with wind-deposited snow, typically behind ridges, ribs and in gullies.
2014-12-12 ;115 ;Vesterålen ;Karsten@NVE ;1 ;1 Low  ;Generally stable conditions, but you should still be careful in areas with fresh wind deposited snow.
2014-12-12 ;116 ;Lofoten ;Karsten@NVE ;1 ;1 Low  ;Generally stable conditions, but you should still be careful in areas with fresh wind deposited snow.
2014-12-12 ;117 ;Trollheimen ;knutinge@svv ;1 ;1 Low  ;Generally stable conditions, but be careful in steep terrain, especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here.
2014-12-12 ;118 ;Romsdal ;knutinge@svv ;1 ;1 Low  ;Generally stable conditions, but be careful in steep terrain, especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here.
2014-12-12 ;119 ;Sunnmøre ;knutinge@svv ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here.
2014-12-12 ;121 ;Fjordane ;knutinge@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here.
2014-12-12 ;122 ;Sogn ;Espen Granan ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. The avalanche danger is highest in western parts.
2014-12-12 ;123 ;Jotunheimen ;Espen Granan ;2 ;2 Moderate  ;Be careful in areas where there is wind-deposited snow. Avalanches is triggered where the snow pack is thin.
2014-12-12 ;124 ;Voss ;knutinge@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here.
2014-12-12 ;127 ;Røldal ;Espen Granan ;3 ;3 Considerable  ;Gradually more stabile snow, but skiers might trigger weak layers in the new wind-deposited snow.
2014-12-12 ;128 ;Rauland ;Espen Granan ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-12 ;129 ;Tamokdalen ;Karsten@NVE ;1 ;1 Low  ;Generally stable conditions. Be aware of small wind slabs in the alpine.
2014-12-12 ;131 ;Svartisen ;Karsten@NVE ;2 ;2 Moderate  ;Be careful in areas with wind-deposited snow, typically behind ridges, ribs and in gullies.
2014-12-12 ;132 ;Hallingdal ;Espen Granan ;2 ;2 Moderate  ;Be careful in areas where there is wind-deposited snow. Avalanches is triggered where the snow pack is thin.
2014-12-13 ;106 ;Alta ;HåvardT@met ;1 ;1 Low  ;Mainly stable snow conditions. Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-13 ;107 ;Kåfjord ;HåvardT@met ;1 ;1 Low  ;Mainly stable snow conditions. Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-13 ;108 ;Tromsø ;HåvardT@met ;1 ;1 Low  ;Mainly stable snow conditions. Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-13 ;109 ;Balsfjord ;HåvardT@met ;1 ;1 Low  ;Mainly stable snow conditions. Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-13 ;110 ;Senja ;Ragnar@NVE ;1 ;1 Low  ;Generally stable conditions, but you should still be careful in areas with fresh wind deposited snow.
2014-12-13 ;111 ;Lyngsalpan ;HåvardT@met ;1 ;1 Low  ;Mainly stable snow conditions. Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-13 ;112 ;Bardu ;Ragnar@NVE ;1 ;1 Low  ;Generally stable conditions, but you should still be careful in areas with fresh wind deposited snow.
2014-12-13 ;114 ;Narvik ;Ragnar@NVE ;1 ;1 Low  ;Generally stable conditions, but you should still be careful in areas with fresh wind deposited snow.
2014-12-13 ;115 ;Vesterålen ;Ragnar@NVE ;1 ;1 Low  ;Generally stable conditions, but you should still be careful in areas with fresh wind deposited snow.
2014-12-13 ;116 ;Lofoten ;Ragnar@NVE ;1 ;1 Low  ;Generally stable conditions, but you should still be careful in areas with fresh wind deposited snow.
2014-12-13 ;117 ;Trollheimen ;solveig@NVE ;2 ;2 Moderate  ;Be careful in areas with fresh wind deposited snow
2014-12-13 ;118 ;Romsdal ;solveig@NVE ;2 ;2 Moderate  ;Be careful in areas with fresh wind deposited snow
2014-12-13 ;119 ;Sunnmøre ;solveig@NVE ;3 ;3 Considerable  ;Avoid lee areas with fresh wind deposited snow.
2014-12-13 ;121 ;Fjordane ;solveig@NVE ;3 ;3 Considerable  ;Demanding conditions. Avoid lee areas with fresh wind deposited snow.
2014-12-13 ;122 ;Sogn ;Tommy@NVE ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-13 ;123 ;Jotunheimen ;Tommy@NVE ;2 ;2 Moderate  ;Generally stable conditions, but be careful close to terrain traps. Even small avalanches can be dangerous in these areas.
2014-12-13 ;124 ;Voss ;solveig@NVE ;3 ;3 Considerable  ;Demanding conditions. Avoid lee areas with fresh wind deposited snow.
2014-12-13 ;127 ;Røldal ;solveig@NVE ;3 ;3 Considerable  ;Demanding conditions. Avoid lee areas with fresh wind deposited snow.
2014-12-13 ;128 ;Rauland ;Tommy@NVE ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-13 ;129 ;Tamokdalen ;Ragnar@NVE ;1 ;1 Low  ;Generally stable conditions, but you should still be careful in areas with fresh wind deposited snow.
2014-12-13 ;131 ;Svartisen ;Ragnar@NVE ;1 ;1 Low  ;Generally stable conditions, but you should still be careful in areas with fresh wind deposited snow.
2014-12-13 ;132 ;Hallingdal ;Tommy@NVE ;2 ;2 Moderate  ;Be careful in areas where a persistent weak layer can be hidden in the snow pack..
2014-12-14 ;106 ;Alta ;HåvardT@met ;1 ;1 Low  ;Mainly stable snow conditions. Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-14 ;107 ;Kåfjord ;HåvardT@met ;1 ;1 Low  ;Mainly stable snow conditions. Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-14 ;108 ;Tromsø ;HåvardT@met ;1 ;1 Low  ;Mainly stable snow conditions. Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-14 ;109 ;Balsfjord ;HåvardT@met ;1 ;1 Low  ;Mainly stable snow conditions. Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-14 ;110 ;Senja ;Ragnar@NVE ;2 ;2 Moderate  ;Storm and wind slabs in the alpine can give unstable conditions.
2014-12-14 ;111 ;Lyngsalpan ;HåvardT@met ;1 ;1 Low  ;Mainly stable snow conditions. Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-14 ;112 ;Bardu ;Ragnar@NVE ;1 ;1 Low  ;Generally stable snow conditions. Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2014-12-14 ;114 ;Narvik ;Ragnar@NVE ;1 ;1 Low  ;Generally stable snow conditions. Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
